UID,Chemical,Time,Temperature,P2O3ratio,Cat_Success,Na,Cu,O,Fe,Mn,Ni,Cu_avg_ox_state,Cu_avg_ionic_radius,Cu_ionic_potential,Cu_ox_state_range,Cu_avg_d_electrons,Fe_avg_ox_state,Fe_avg_ionic_radius,Fe_ionic_potential,Fe_ox_state_range,Fe_avg_d_electrons,Mn_avg_ox_state,Mn_avg_ionic_radius,Mn_ionic_potential,Mn_ox_state_range,Mn_avg_d_electrons,Ni_avg_ox_state,Ni_avg_ionic_radius,Ni_ionic_potential,Ni_ox_state_range,Ni_avg_d_electrons
U00105,NaCu0.25Fe0.25Mn0.25Ni0.25O2,3,950,0.81,Successful,1.0,0.25,2.0,0.25,0.25,0.25,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,3.0,0.725,4.137931034482759,2.0,7.0
U00106,Na0.75CuO2,3,950,-1.0,Unsuccessful,0.75,1.0,2.0,0.0,0.0,0.0,2.0,0.87,2.2988505747126435,0.0,9.0,,,,,,,,,,,,,,,
U00107,Na0.75FeO2,3,950,-1.0,Unsuccessful,0.75,0.0,2.0,1.0,0.0,0.0,,,,,,3.0,0.785,3.821656050955414,0.0,5.0,,,,,,,,,,
U00108,Na0.75MnO2,3,950,1.0,Successful,0.75,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,,3.25,0.75625,4.297520661157025,1.0,3.75,,,,,
U00109,Na0.75NiO2,3,950,-1.0,Unsuccessful,0.75,0.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,3.25,0.69875,4.651162790697675,2.0,6.75
U00110,Na0.75Cu0.5Fe0.5O2,3,950,-1.0,Unsuccessful,0.75,0.5,2.0,0.5,0.0,0.0,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,,,,,,,,,,
U00111,Na0.75Cu0.5Mn0.5O2,3,950,1.0,Successful,0.75,0.5,2.0,0.0,0.5,0.0,2.0,0.87,2.2988505747126435,0.0,9.0,,,,,,4.498,0.6583800000000001,6.831920775236186,3.0,2.502,,,,,
U00112,Na0.75Cu0.5Ni0.5O2,3,950,-1.0,Unsuccessful,0.75,0.5,2.0,0.0,0.0,0.5,2.0,0.87,2.2988505747126435,0.0,9.0,,,,,,,,,,,4.0,0.62,6.451612903225807,0.0,6.0
U00113,Na0.75Fe0.5Mn0.5O2,3,950,1.0,Successful,0.75,0.0,2.0,0.5,0.5,0.0,,,,,,3.0,0.785,3.821656050955414,0.0,5.0,3.5,0.7275,4.810996563573883,1.0,3.5,,,,,
U00114,Na0.75Fe0.5Ni0.5O2,3,950,-1.0,Unsuccessful,0.75,0.0,2.0,0.5,0.0,0.5,,,,,,3.0,0.785,3.821656050955414,0.0,5.0,,,,,,3.5,0.6725,5.204460966542751,2.0,6.5
U00115,Na0.75Mn0.5Ni0.5O2,3,950,1.0,Successful,0.75,0.0,2.0,0.0,0.5,0.5,,,,,,,,,,,4.0,0.67,5.970149253731343,0.0,3.0,2.5,0.7775,3.2154340836012865,2.0,7.5
U00116,Na0.75Cu1/3Fe1/3Mn1/3O2,3,950,0.8,Successful,0.75,0.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,0.0,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.747747747747748,0.6525525525525526,7.275655775425678,3.0,2.2522522522522523,,,,,
U00117,Na0.75Cu1/3Fe1/3Ni1/3O2,3,950,-1.0,Unsuccessful,0.75,0.3333333333333333,2.0,0.3333333333333333,0.0,0.3333333333333333,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,,,,,,4.0,0.62,6.451612903225807,0.0,6.0
U00118,Na0.75Cu1/3Mn1/3Ni1/3O2,3,950,1.0,Successful,0.75,0.3333333333333333,2.0,0.0,0.3333333333333333,0.3333333333333333,2.0,0.87,2.2988505747126435,0.0,9.0,,,,,,4.0,0.67,5.970149253731343,0.0,3.0,3.747747747747748,0.6464864864864865,5.797101449275362,2.0,6.252252252252252
U00119,Na0.75Fe1/3Mn1/3Ni1/3O2,3,950,0.75,Successful,0.75,0.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,2.750750750750751,0.7511711711711712,3.6619493083873036,2.0,7.2492492492492495
U00120,Na0.75Cu0.25Fe0.25Mn0.25Ni0.25O2,3,950,-1.0,Unsuccessful,0.75,0.25,2.0,0.25,0.25,0.25,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,4.0,0.62,6.451612903225807,0.0,6.0
U00121,Na0.5CuO2,3,950,-1.0,Unsuccessful,0.5,1.0,2.0,0.0,0.0,0.0,2.0,0.87,2.2988505747126435,0.0,9.0,,,,,,,,,,,,,,,
U00122,Na0.5FeO2,3,950,-1.0,Unsuccessful,0.5,0.0,2.0,1.0,0.0,0.0,,,,,,3.0,0.785,3.821656050955414,0.0,5.0,,,,,,,,,,
U00123,Na0.5MnO2,3,950,-1.0,Unsuccessful,0.5,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,,3.5,0.7275,4.810996563573883,1.0,3.5,,,,,
U00124,Na0.5NiO2,3,950,-1.0,Unsuccessful,0.5,0.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,3.5,0.6725,5.204460966542751,2.0,6.5
U00125,Na0.5Cu0.5Fe0.5O2,3,950,-1.0,Unsuccessful,0.5,0.5,2.0,0.5,0.0,0.0,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,,,,,,,,,,
U00126,Na0.5Cu0.5Mn0.5O2,3,950,1.0,Successful,0.5,0.5,2.0,0.0,0.5,0.0,2.0,0.87,2.2988505747126435,0.0,9.0,,,,,,5.002000000000001,0.6466200000000001,7.735609786273236,3.0,1.9980000000000002,,,,,
U00127,Na0.5Cu0.5Ni0.5O2,3,950,-1.0,Unsuccessful,0.5,0.5,2.0,0.0,0.0,0.5,2.0,0.87,2.2988505747126435,0.0,9.0,,,,,,,,,,,4.0,0.62,6.451612903225807,0.0,6.0
U00128,Na0.5Fe0.5Mn0.5O2,3,950,1.0,Successful,0.5,0.0,2.0,0.5,0.5,0.0,,,,,,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,,,,,
U00129,Na0.5Fe0.5Ni0.5O2,3,950,-1.0,Unsuccessful,0.5,0.0,2.0,0.5,0.0,0.5,,,,,,3.0,0.785,3.821656050955414,0.0,5.0,,,,,,4.0,0.62,6.451612903225807,0.0,6.0
U00130,Na0.5Mn0.5Ni0.5O2,3,950,-1.0,Unsuccessful,0.5,0.0,2.0,0.0,0.5,0.5,,,,,,,,,,,4.0,0.67,5.970149253731343,0.0,3.0,3.0,0.725,4.137931034482759,2.0,7.0
U00131,Na0.5Cu1/3Fe1/3Mn1/3O2,3,950,1.0,Successful,0.5,0.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,0.0,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,5.495495495495495,0.6351051051051051,8.652891389663814,3.0,1.5045045045045045,,,,,
U00132,Na0.5Cu1/3Fe1/3Ni1/3O2,3,950,-1.0,Unsuccessful,0.5,0.3333333333333333,2.0,0.3333333333333333,0.0,0.3333333333333333,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,,,,,,4.0,0.62,6.451612903225807,0.0,6.0
U00133,Na0.5Cu1/3Mn1/3Ni1/3O2,3,950,1.0,Successful,0.5,0.3333333333333333,2.0,0.0,0.3333333333333333,0.3333333333333333,2.0,0.87,2.2988505747126435,0.0,9.0,,,,,,4.495495495495495,0.6584384384384385,6.827510717869195,3.0,2.5045045045045047,4.0,0.62,6.451612903225807,0.0,6.0
U00134,Na0.5Fe1/3Mn1/3Ni1/3O2,3,950,1.0,Successful,0.5,0.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,3.501501501501501,0.6723423423423424,5.207914600920094,2.0,6.498498498498498
U00135,Na0.5Cu0.25Fe0.25Mn0.25Ni0.25O2,3,950,1.0,Successful,0.5,0.25,2.0,0.25,0.25,0.25,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.996,0.6467600000000001,7.724658296740676,3.0,2.004,4.0,0.62,6.451612903225807,0.0,6.0
U00136,NaMn2/3Cu1/6Fe1/6O2,12,950,1.0,Successful,1.0,0.16666666666666666,2.0,0.16666666666666666,0.6666666666666666,0.0,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,3.2503748125937033,0.7562068965517241,4.2982612660837844,1.0,3.7496251874062967,,,,,
U00137,NaNi2/3Fe1/6Cu1/6O2,12,950,-1.0,Unsuccessful,1.0,0.16666666666666666,2.0,0.16666666666666666,0.0,0.6666666666666666,1.0,0.91,1.0989010989010988,0.0,10.0,2.0,0.92,2.1739130434782608,0.0,6.0,,,,,,3.7511244377811095,0.6461319340329835,5.805508504072209,2.0,6.24887556221889
U00138,NaMn2/3Ni1/6Cu1/6O2,12,950,1.0,Successful,1.0,0.16666666666666666,2.0,0.0,0.6666666666666666,0.16666666666666666,2.0,0.87,2.2988505747126435,0.0,9.0,,,,,,3.500749625187406,0.7274137931034483,4.81259725671651,1.0,3.499250374812594,2.0,0.83,2.4096385542168677,0.0,8.0
U00139,NaMn2/3Fe1/6Ni1/6O2,12,950,1.0,Successful,1.0,0.0,2.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,,,,,,3.0,0.785,3.821656050955414,0.0,5.0,3.2503748125937033,0.7562068965517241,4.2982612660837844,1.0,3.7496251874062967,2.0,0.83,2.4096385542168677,0.0,8.0
U00140,NaFe2/3Cu1/6Mn1/6O2,12,950,0.0,Successful,1.0,0.16666666666666666,2.0,0.6666666666666666,0.16666666666666666,0.0,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,,,,,
U00141,NaFe2/3Cu1/6Ni1/6O2,12,950,-1.0,Unsuccessful,1.0,0.16666666666666666,2.0,0.6666666666666666,0.0,0.16666666666666666,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,,,,,,4.0,0.62,6.451612903225807,0.0,6.0
U00142,NaNi2/3Cu1/6Mn1/6O2,12,950,0.0,Successful,1.0,0.16666666666666666,2.0,0.0,0.16666666666666666,0.6666666666666666,1.0,0.91,1.0989010989010988,0.0,10.0,,,,,,2.0,0.97,2.061855670103093,0.0,5.0,3.7511244377811095,0.6461319340329835,5.805508504072209,2.0,6.24887556221889
U00143,NaFe2/3Ni1/6Mn1/6O2,12,950,-1.0,Unsuccessful,1.0,0.0,2.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,,,,,,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,2.0,0.83,2.4096385542168677,0.0,8.0
U00144,NaCu2/3Fe1/6Mn1/6O2,12,950,0.72,Successful,1.0,0.6666666666666666,2.0,0.16666666666666666,0.16666666666666666,0.0,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,7.0,0.6,11.666666666666668,0.0,0.0,,,,,
U00145,NaCu2/3Ni1/6Fe1/6O2,12,950,-1.0,Unsuccessful,1.0,0.6666666666666666,2.0,0.16666666666666666,0.0,0.16666666666666666,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,,,,,,4.0,0.62,6.451612903225807,0.0,6.0
U00146,NaCu2/3Ni1/6Mn1/6O2,12,950,1.0,Successful,1.0,0.6666666666666666,2.0,0.0,0.16666666666666666,0.16666666666666666,2.0,0.87,2.2988505747126435,0.0,9.0,,,,,,5.994011976047904,0.6234730538922155,9.613907030349598,3.0,1.0059880239520957,4.0,0.62,6.451612903225807,0.0,6.0
U00147,NaNi2/3Fe1/6Mn1/6O2,12,950,0.0,Successful,1.0,0.0,2.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,,,,,,2.0,0.92,2.1739130434782608,0.0,6.0,2.0,0.97,2.061855670103093,0.0,5.0,3.499250374812594,0.6725787106446777,5.2027373442411005,2.0,6.500749625187407
U00148,NaCu2/3Ni1/9Mn1/9Fe1/9O2,12,950,0.0,Successful,1.0,0.6666666666666666,2.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,7.0,0.6,11.666666666666668,0.0,0.0,4.0,0.62,6.451612903225807,0.0,6.0
U00149,NaFe2/3Cu1/9Mn1/9Ni1/9O2,12,950,0.0,Successful,1.0,0.1111111111111111,2.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,2.990990990990991,0.725945945945946,4.120129064283941,2.0,7.009009009009009
U00150,NaNi2/3Fe1/9Cu1/9Mn1/9O2,12,950,0.0,Successful,1.0,0.1111111111111111,2.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,1.0,0.91,1.0989010989010988,0.0,10.0,2.0,0.92,2.1739130434782608,0.0,6.0,2.0,0.97,2.061855670103093,0.0,5.0,3.6671664167916043,0.6549475262368816,5.5991759185074965,2.0,6.332833583208396
U00151,NaMn2/3Cu1/9Fe1/9Ni1/9O2,12,950,1.0,Successful,1.0,0.1111111111111111,2.0,0.1111111111111111,0.6666666666666666,0.1111111111111111,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,3.3343328335832085,0.746551724137931,4.466311878702681,1.0,3.665667166416792,2.0,0.83,2.4096385542168677,0.0,8.0
U00152,NaMn1/9Cu8/27Fe8/27Ni8/27O2,12,950,-1.0,Unsuccessful,1.0,0.2962962962962963,2.0,0.2962962962962963,0.1111111111111111,0.2962962962962963,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,3.621621621621622,0.6597297297297297,5.489553461696027,2.0,6.378378378378378
U00153,NaNi1/9Cu8/27Fe8/27Mn8/27O2,12,950,0.81,Successful,1.0,0.2962962962962963,2.0,0.2962962962962963,0.2962962962962963,0.1111111111111111,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,2.990990990990991,0.725945945945946,4.120129064283941,2.0,7.009009009009009
U00154,NaFe1/9Mn8/27Cu8/27Ni8/27O2,12,950,1.0,Successful,1.0,0.2962962962962963,2.0,0.1111111111111111,0.2962962962962963,0.2962962962962963,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,3.0,0.725,4.137931034482759,2.0,7.000000000000001
U00155,NaCu1/9Mn8/27Fe8/27Ni8/27O2,12,950,0.92,Successful,1.0,0.1111111111111111,2.0,0.2962962962962963,0.2962962962962963,0.2962962962962963,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,2.3716216216216215,0.7909797297297297,2.9983342587451416,2.0,7.628378378378379
U00156,NaFe7/18Ni7/18Cu1/9Mn1/9O2,12,950,-1.0,Unsuccessful,1.0,0.1111111111111111,2.0,0.3888888888888889,0.1111111111111111,0.3888888888888889,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,3.002570694087404,0.7247300771208226,4.143019296254257,2.0,6.997429305912596
U00157,NaCu7/18Ni7/18Fe1/9Mn1/9O2,12,950,-1.0,Unsuccessful,1.0,0.3888888888888889,2.0,0.1111111111111111,0.1111111111111111,0.3888888888888889,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,3.712082262210797,0.6502313624678663,5.708863762157034,2.0,6.287917737789203
U00158,NaFe7/18Mn7/18Cu1/9Ni1/9O2,12,950,0.78,Successful,1.0,0.1111111111111111,2.0,0.3888888888888889,0.3888888888888889,0.1111111111111111,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,3.570694087403599,0.7193701799485862,4.963639287437239,1.0,3.429305912596401,2.0,0.83,2.4096385542168677,0.0,8.0
U00159,NaCu7/18Fe7/18Mn1/9Ni1/9O2,12,950,0.17,Successful,1.0,0.3888888888888889,2.0,0.3888888888888889,0.1111111111111111,0.1111111111111111,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,5.486486486486486,0.6353153153153153,8.63584798638684,3.0,1.5135135135135136,4.0,0.62,6.451612903225807,0.0,6.0
U00160,NaMn7/18Ni7/18Fe1/9Cu1/9O2,12,950,1.0,Successful,1.0,0.1111111111111111,2.0,0.1111111111111111,0.3888888888888889,0.3888888888888889,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,2.2879177377892033,0.7997686375321337,2.8607245025875097,2.0,7.712082262210797
U00161,NaCu7/18Mn7/18Fe1/9Ni1/9O2,12,950,1.0,Successful,1.0,0.3888888888888889,2.0,0.1111111111111111,0.3888888888888889,0.1111111111111111,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,2.990990990990991,0.725945945945946,4.120129064283941,2.0,7.009009009009009
U00162,Na0.75Mn2/3Cu1/6Fe1/6O2,12,950,1.0,Successful,0.75,0.16666666666666666,2.0,0.16666666666666666,0.6666666666666666,0.0,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,3.6251874062968517,0.7131034482758621,5.083676730300227,1.0,3.374812593703148,,,,,
U00163,Na0.75Ni2/3Fe1/6Cu1/6O2,12,950,-1.0,Unsuccessful,0.75,0.16666666666666666,2.0,0.16666666666666666,0.0,0.6666666666666666,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,,,,,,3.6251874062968517,0.6593553223388305,5.4980786284363,2.0,6.374812593703149
U00164,Na0.75Mn2/3Ni1/6Cu1/6O2,12,950,1.0,Successful,0.75,0.16666666666666666,2.0,0.0,0.6666666666666666,0.16666666666666666,2.0,0.87,2.2988505747126435,0.0,9.0,,,,,,3.875562218890555,0.6843103448275863,5.663457009212702,1.0,3.124437781109445,2.0,0.83,2.4096385542168677,0.0,8.0
U00165,Na0.75Mn2/3Fe1/6Ni1/6O2,12,950,1.0,Successful,0.75,0.0,2.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,,,,,,3.0,0.785,3.821656050955414,0.0,5.0,3.6251874062968517,0.7131034482758621,5.083676730300227,1.0,3.374812593703148,2.0,0.83,2.4096385542168677,0.0,8.0
U00166,Na0.75Fe2/3Cu1/6Mn1/6O2,12,950,0.43,Successful,0.75,0.16666666666666666,2.0,0.6666666666666666,0.16666666666666666,0.0,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,5.5089820359281445,0.6347904191616767,8.678426563531744,3.0,1.4910179640718562,,,,,
U00167,Na0.75Fe2/3Cu1/6Ni1/6O2,12,950,-1.0,Unsuccessful,0.75,0.16666666666666666,2.0,0.6666666666666666,0.0,0.16666666666666666,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,,,,,,4.0,0.62,6.451612903225807,0.0,6.0
U00168,Na0.75Ni2/3Cu1/6Mn1/6O2,12,950,1.0,Successful,0.75,0.16666666666666666,2.0,0.0,0.16666666666666666,0.6666666666666666,2.0,0.87,2.2988505747126435,0.0,9.0,,,,,,4.0,0.67,5.970149253731343,0.0,3.0,3.376311844077961,0.685487256371814,4.925418835571499,2.0,6.623688155922038
U00169,Na0.75Fe2/3Ni1/6Mn1/6O2,12,950,-1.0,Unsuccessful,0.75,0.0,2.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,,,,,,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,3.4970059880239517,0.672814371257485,5.197579209683161,2.0,6.502994011976048
U00170,Na0.75Cu2/3Fe1/6Mn1/6O2,12,950,1.0,Successful,0.75,0.6666666666666666,2.0,0.16666666666666666,0.16666666666666666,0.0,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,7.0,0.6,11.666666666666668,0.0,0.0,,,,,
U00171,Na0.75Cu2/3Ni1/6Fe1/6O2,12,950,-1.0,Unsuccessful,0.75,0.6666666666666666,2.0,0.16666666666666666,0.0,0.16666666666666666,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,,,,,,4.0,0.62,6.451612903225807,0.0,6.0
U00172,Na0.75Cu2/3Ni1/6Mn1/6O2,12,950,1.0,Successful,0.75,0.6666666666666666,2.0,0.0,0.16666666666666666,0.16666666666666666,2.0,0.87,2.2988505747126435,0.0,9.0,,,,,,7.0,0.6,11.666666666666668,0.0,0.0,4.0,0.62,6.451612903225807,0.0,6.0
U00173,Na0.75Ni2/3Fe1/6Mn1/6O2,12,950,0.0,Successful,0.75,0.0,2.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,,,,,,2.0,0.92,2.1739130434782608,0.0,6.0,2.0,0.97,2.061855670103093,0.0,5.0,3.874062968515742,0.633223388305847,6.118003598825647,2.0,6.125937031484258
U00174,Na0.75Cu2/3Ni1/9Mn1/9Fe1/9O2,12,950,1.0,Successful,0.75,0.6666666666666666,2.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,7.0,0.6,11.666666666666668,0.0,0.0,4.0,0.62,6.451612903225807,0.0,6.0
U00175,Na0.75Fe2/3Cu1/9Mn1/9Ni1/9O2,12,950,0.0,Successful,0.75,0.1111111111111111,2.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,5.243243243243244,0.640990990990991,8.179901616303585,3.0,1.7567567567567568,4.0,0.62,6.451612903225807,0.0,6.0
U00176,Na0.75Ni2/3Fe1/9Cu1/9Mn1/9O2,12,950,0.6,Successful,0.75,0.1111111111111111,2.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.0,0.67,5.970149253731343,0.0,3.0,3.376311844077961,0.685487256371814,4.925418835571499,2.0,6.623688155922038
U00177,Na0.75Mn2/3Cu1/9Fe1/9Ni1/9O2,12,950,1.0,Successful,0.75,0.1111111111111111,2.0,0.1111111111111111,0.6666666666666666,0.1111111111111111,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,3.709145427286357,0.703448275862069,5.272804774083546,1.0,3.2908545727136436,2.0,0.83,2.4096385542168677,0.0,8.0
U00178,Na0.75Mn1/9Cu8/27Fe8/27Ni8/27O2,12,950,0.92,Successful,0.75,0.2962962962962963,2.0,0.2962962962962963,0.1111111111111111,0.2962962962962963,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,5.243243243243244,0.640990990990991,8.179901616303585,3.0,1.7567567567567568,4.0,0.62,6.451612903225807,0.0,6.0
U00179,Na0.75Ni1/9Cu8/27Fe8/27Mn8/27O2,12,950,0.82,Successful,0.75,0.2962962962962963,2.0,0.2962962962962963,0.2962962962962963,0.1111111111111111,2.0,0.87,2.2988505747126435,0.0,9.0,3.0,0.785,3.821656050955414,0.0,5.0,4.466216216216217,0.6591216216216217,6.776012301383906,3.0,2.5337837837837838,4.0,0.62,6.451612903225807,0.0,6.0
