Na:1:1;Cu:2:1;O:-2:2;FinalChargeBalance:-1
Na:1:0.5;Cu:2:0.111;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.167;Mn:4:0.5;FinalChargeBalance:0
Na:1:0.5;Mn:7:0.111;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;FinalChargeBalance:-0.059
Na:1:0.5;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:4:0.165;Mn:7:0.131;FinalChargeBalance:0.001
Na:1:0.5;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.227;Mn:7:0.069;FinalChargeBalance:0
Na:1:0.5;Cu:2:0.111;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.289;Mn:7:0.007;FinalChargeBalance:-0.001
Na:1:0.5;Fe:3:0.389;Ni:4:0.389;Cu:2:0.111;O:-2:2;Mn:4:0.074;Mn:7:0.037;FinalChargeBalance:0
Na:1:0.5;Cu:2:0.389;Ni:4:0.389;Fe:3:0.111;Mn:3:0.111;O:-2:2;FinalChargeBalance:-0.5
Na:1:0.5;Fe:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.352;Mn:7:0.037;FinalChargeBalance:0
Na:1:0.5;Cu:2:0.389;Fe:3:0.389;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.778
Na:1:0.5;Ni:4:0.389;Fe:3:0.111;Cu:2:0.111;O:-2:2;Mn:3:0.167;Mn:4:0.222;FinalChargeBalance:0
Na:1:0.5;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.259;Mn:7:0.13;FinalChargeBalance:0.001
Na:1:1;Cu:2:0.167;Fe:3:0.167;O:-2:2;Mn:3:0.503;Mn:4:0.164;FinalChargeBalance:0
Na:1:1;Fe:2:0.167;Cu:1:0.167;O:-2:2;Ni:2:0.084;Ni:4:0.583;FinalChargeBalance:0.001
Na:1:1;Mn:3:0.667;Ni:4:0.167;O:-2:2;Cu:1:0.003;Cu:2:0.164;FinalChargeBalance:0
Na:1:1;Mn:3:0.667;Fe:2:0.167;O:-2:2;Ni:2:0.002;Ni:4:0.165;FinalChargeBalance:-0.001
Na:1:1;Fe:3:0.667;Cu:2:0.167;O:-2:2;Mn:3:0.003;Mn:4:0.164;FinalChargeBalance:0
Na:1:1;Cu:2:0.167;Ni:4:0.167;O:-2:2;Fe:2:0.003;Fe:3:0.664;FinalChargeBalance:0
Na:1:1;Cu:1:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.168;Ni:4:0.499;FinalChargeBalance:0
Na:1:1;Ni:4:0.167;Mn:3:0.167;O:-2:2;Fe:2:0.17;Fe:3:0.497;FinalChargeBalance:0
Na:1:1;Cu:2:0.667;Fe:3:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.497
Na:1:1;Cu:2:0.667;Ni:4:0.167;Fe:3:0.167;O:-2:2;FinalChargeBalance:-0.497
Na:1:1;Cu:2:0.667;Ni:4:0.167;O:-2:2;Mn:4:0.057;Mn:7:0.11;FinalChargeBalance:0
Na:1:1;Fe:2:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.252;Ni:4:0.415;FinalChargeBalance:-0.001
Na:1:1;Cu:2:0.667;Ni:4:0.111;Mn:3:0.111;Fe:3:0.111;O:-2:2;FinalChargeBalance:-0.556
Na:1:1;Cu:2:0.111;Mn:3:0.111;Ni:4:0.111;O:-2:2;Fe:3:0.667;FinalChargeBalance:0
Na:1:1;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2;Ni:2:0.167;Ni:4:0.5;FinalChargeBalance:0
Na:1:1;Mn:3:0.667;Cu:2:0.111;Ni:4:0.111;O:-2:2;Fe:3:0.111;FinalChargeBalance:0
Na:1:1;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.108;Mn:4:0.003;FinalChargeBalance:0
Na:1:1;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:3:0.108;Mn:4:0.188;FinalChargeBalance:0
Na:1:1;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.293;Mn:4:0.003;FinalChargeBalance:0
Na:1:1;Cu:2:0.111;Mn:3:0.296;Ni:4:0.296;O:-2:2;Fe:2:0.182;Fe:3:0.114;FinalChargeBalance:0
Na:1:1;Ni:4:0.389;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.278;Fe:3:0.111;FinalChargeBalance:0
Na:1:1;Cu:2:0.111;Ni:4:0.389;Fe:3:0.111;Mn:3:0.111;O:-2:2;FinalChargeBalance:-0.556
Na:1:1;Mn:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Fe:3:0.389;FinalChargeBalance:0
Na:1:1;Cu:2:0.389;Fe:3:0.389;Ni:4:0.111;O:-2:2;Mn:4:0.055;Mn:7:0.056;FinalChargeBalance:0.001
Na:1:1;Mn:3:0.389;Fe:2:0.111;Cu:1:0.111;O:-2:2;Ni:2:0.028;Ni:4:0.361;FinalChargeBalance:0
Na:1:1;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.111;Mn:4:0.278;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.167;Fe:3:0.167;O:-2:2;Mn:3:0.253;Mn:4:0.414;FinalChargeBalance:0
Na:1:0.75;Ni:4:0.667;Fe:2:0.167;O:-2:2;Cu:1:0.086;Cu:2:0.081;FinalChargeBalance:0
Na:1:0.75;Ni:4:0.167;Cu:2:0.167;O:-2:2;Mn:3:0.42;Mn:4:0.247;FinalChargeBalance:0
Na:1:0.75;Fe:3:0.167;Ni:4:0.167;O:-2:2;Mn:3:0.587;Mn:4:0.08;FinalChargeBalance:0
Na:1:0.75;Fe:3:0.667;Cu:2:0.167;O:-2:2;Mn:4:0.085;Mn:7:0.082;FinalChargeBalance:-0.001
Na:1:0.75;Fe:3:0.667;Cu:2:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.247
Na:1:0.75;Cu:1:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.043;Ni:4:0.624;FinalChargeBalance:0
Na:1:0.75;Fe:3:0.667;Ni:4:0.167;O:-2:2;Mn:3:0.087;Mn:4:0.08;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.667;Fe:3:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.747
Na:1:0.75;Cu:2:0.667;Ni:4:0.167;Fe:3:0.167;O:-2:2;FinalChargeBalance:-0.747
Na:1:0.75;Cu:2:0.667;Ni:4:0.167;Mn:3:0.167;O:-2:2;FinalChargeBalance:-0.747
Na:1:0.75;Fe:2:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.126;Ni:4:0.541;FinalChargeBalance:0.001
Na:1:0.75;Cu:2:0.667;Ni:4:0.111;Mn:3:0.111;Fe:3:0.111;O:-2:2;FinalChargeBalance:-0.806
Na:1:0.75;Fe:3:0.667;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.065;Mn:7:0.046;FinalChargeBalance:-0.001
Na:1:0.75;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2;Ni:2:0.042;Ni:4:0.625;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.111;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.417;Mn:4:0.25;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.064;Mn:7:0.047;FinalChargeBalance:-0.001
Na:1:0.75;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:4:0.249;Mn:7:0.047;FinalChargeBalance:-0.001
Na:1:0.75;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.043;Mn:4:0.253;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.111;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.228;Mn:4:0.068;FinalChargeBalance:0
Na:1:0.75;Ni:4:0.389;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.028;Fe:3:0.361;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.389;Ni:4:0.389;Fe:3:0.111;O:-2:2;Mn:4:0.065;Mn:7:0.046;FinalChargeBalance:-0.001
Na:1:0.75;Fe:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.139;Mn:4:0.25;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.389;Fe:3:0.389;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.528
Na:1:0.75;Mn:3:0.389;Ni:4:0.389;Cu:2:0.111;O:-2:2;Fe:2:0.028;Fe:3:0.083;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.343;Mn:7:0.046;FinalChargeBalance:-0.001
Na:1:0.5;Cu:2:0.167;Fe:3:0.167;O:-2:2;Mn:3:0.003;Mn:4:0.664;FinalChargeBalance:0
Na:1:0.5;Ni:4:0.667;Cu:2:0.167;O:-2:2;Fe:2:0.003;Fe:3:0.164;FinalChargeBalance:0
Na:1:0.5;Ni:4:0.167;Cu:2:0.167;O:-2:2;Mn:3:0.17;Mn:4:0.497;FinalChargeBalance:0
Na:1:0.5;Fe:3:0.167;Ni:4:0.167;O:-2:2;Mn:3:0.337;Mn:4:0.33;FinalChargeBalance:0
Na:1:0.5;Fe:3:0.667;Cu:2:0.167;O:-2:2;Mn:4:0.001;Mn:7:0.166;FinalChargeBalance:0.001
Na:1:0.5;Fe:3:0.667;Cu:2:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.497
Na:1:0.5;Ni:4:0.667;Mn:3:0.167;O:-2:2;Cu:1:0.003;Cu:2:0.164;FinalChargeBalance:0
Na:1:0.5;Fe:3:0.667;Ni:4:0.167;O:-2:2;Mn:4:0.113;Mn:7:0.054;FinalChargeBalance:-0.001
Na:1:0.5;Cu:2:0.667;Fe:3:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.997
Na:1:0.5;Cu:2:0.667;Ni:4:0.167;Fe:3:0.167;O:-2:2;FinalChargeBalance:-0.997
Na:1:0.5;Cu:2:0.667;Ni:4:0.167;Mn:3:0.167;O:-2:2;FinalChargeBalance:-0.997
Na:1:0.5;Fe:2:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.002;Ni:4:0.665;FinalChargeBalance:-0.001
Na:1:0.5;Cu:2:0.667;Ni:4:0.111;Mn:3:0.111;Fe:3:0.111;O:-2:2;FinalChargeBalance:-1.056
Na:1:0.5;Fe:3:0.667;Cu:2:0.111;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.5
Na:1:0.5;Ni:4:0.667;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.056;Fe:3:0.055;FinalChargeBalance:0
Na:1:0.5;Cu:2:0.111;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.167;Mn:4:0.5;FinalChargeBalance:0
Na:1:0.5;Mn:7:0.111;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;FinalChargeBalance:-0.059
Na:1:0.5;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:4:0.165;Mn:7:0.131;FinalChargeBalance:0.001
Na:1:0.5;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.227;Mn:7:0.069;FinalChargeBalance:0
Na:1:0.5;Cu:2:0.111;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.289;Mn:7:0.007;FinalChargeBalance:-0.001
Na:1:0.5;Fe:3:0.389;Ni:4:0.389;Cu:2:0.111;O:-2:2;Mn:4:0.074;Mn:7:0.037;FinalChargeBalance:0
Na:1:0.5;Cu:2:0.389;Ni:4:0.389;Fe:3:0.111;Mn:3:0.111;O:-2:2;FinalChargeBalance:-0.5
Na:1:0.5;Fe:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.352;Mn:7:0.037;FinalChargeBalance:0
Na:1:0.5;Cu:2:0.389;Fe:3:0.389;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.778
Na:1:0.5;Ni:4:0.389;Fe:3:0.111;Cu:2:0.111;O:-2:2;Mn:3:0.167;Mn:4:0.222;FinalChargeBalance:0
Na:1:0.5;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.259;Mn:7:0.13;FinalChargeBalance:0.001
Na:1:1;Cu:2:0.167;Fe:3:0.167;O:-2:2;Mn:3:0.503;Mn:4:0.164;FinalChargeBalance:0
Na:1:1;Fe:2:0.167;Cu:1:0.167;O:-2:2;Ni:2:0.084;Ni:4:0.583;FinalChargeBalance:0.001
Na:1:1;Mn:3:0.667;Ni:4:0.167;O:-2:2;Cu:1:0.003;Cu:2:0.164;FinalChargeBalance:0
Na:1:1;Mn:3:0.667;Fe:2:0.167;O:-2:2;Ni:2:0.002;Ni:4:0.165;FinalChargeBalance:-0.001
Na:1:1;Fe:3:0.667;Cu:2:0.167;O:-2:2;Mn:3:0.003;Mn:4:0.164;FinalChargeBalance:0
Na:1:1;Cu:2:0.167;Ni:4:0.167;O:-2:2;Fe:2:0.003;Fe:3:0.664;FinalChargeBalance:0
Na:1:1;Cu:1:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.168;Ni:4:0.499;FinalChargeBalance:0
Na:1:1;Ni:4:0.167;Mn:3:0.167;O:-2:2;Fe:2:0.17;Fe:3:0.497;FinalChargeBalance:0
Na:1:1;Cu:2:0.667;Fe:3:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.497
Na:1:1;Cu:2:0.667;Ni:4:0.167;Fe:3:0.167;O:-2:2;FinalChargeBalance:-0.497
Na:1:1;Cu:2:0.667;Ni:4:0.167;O:-2:2;Mn:4:0.057;Mn:7:0.11;FinalChargeBalance:0
Na:1:1;Fe:2:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.252;Ni:4:0.415;FinalChargeBalance:-0.001
Na:1:1;Cu:2:0.667;Ni:4:0.111;Mn:3:0.111;Fe:3:0.111;O:-2:2;FinalChargeBalance:-0.556
Na:1:1;Cu:2:0.111;Mn:3:0.111;Ni:4:0.111;O:-2:2;Fe:3:0.667;FinalChargeBalance:0
Na:1:1;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2;Ni:2:0.167;Ni:4:0.5;FinalChargeBalance:0
Na:1:1;Mn:3:0.667;Cu:2:0.111;Ni:4:0.111;O:-2:2;Fe:3:0.111;FinalChargeBalance:0
Na:1:1;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.108;Mn:4:0.003;FinalChargeBalance:0
Na:1:1;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:3:0.108;Mn:4:0.188;FinalChargeBalance:0
Na:1:1;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.293;Mn:4:0.003;FinalChargeBalance:0
Na:1:1;Cu:2:0.111;Mn:3:0.296;Ni:4:0.296;O:-2:2;Fe:2:0.182;Fe:3:0.114;FinalChargeBalance:0
Na:1:1;Ni:4:0.389;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.278;Fe:3:0.111;FinalChargeBalance:0
Na:1:1;Cu:2:0.111;Ni:4:0.389;Fe:3:0.111;Mn:3:0.111;O:-2:2;FinalChargeBalance:-0.556
Na:1:1;Mn:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Fe:3:0.389;FinalChargeBalance:0
Na:1:1;Cu:2:0.389;Fe:3:0.389;Ni:4:0.111;O:-2:2;Mn:4:0.055;Mn:7:0.056;FinalChargeBalance:0.001
Na:1:1;Mn:3:0.389;Fe:2:0.111;Cu:1:0.111;O:-2:2;Ni:2:0.028;Ni:4:0.361;FinalChargeBalance:0
Na:1:1;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.111;Mn:4:0.278;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.167;Fe:3:0.167;O:-2:2;Mn:3:0.253;Mn:4:0.414;FinalChargeBalance:0
Na:1:0.75;Ni:4:0.667;Fe:2:0.167;O:-2:2;Cu:1:0.086;Cu:2:0.081;FinalChargeBalance:0
Na:1:0.75;Ni:4:0.167;Cu:2:0.167;O:-2:2;Mn:3:0.42;Mn:4:0.247;FinalChargeBalance:0
Na:1:0.75;Fe:3:0.167;Ni:4:0.167;O:-2:2;Mn:3:0.587;Mn:4:0.08;FinalChargeBalance:0
Na:1:0.75;Fe:3:0.667;Cu:2:0.167;O:-2:2;Mn:4:0.085;Mn:7:0.082;FinalChargeBalance:-0.001
Na:1:0.75;Fe:3:0.667;Cu:2:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.247
Na:1:0.75;Cu:1:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.043;Ni:4:0.624;FinalChargeBalance:0
Na:1:0.75;Fe:3:0.667;Ni:4:0.167;O:-2:2;Mn:3:0.087;Mn:4:0.08;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.667;Fe:3:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.747
Na:1:0.75;Cu:2:0.667;Ni:4:0.167;Fe:3:0.167;O:-2:2;FinalChargeBalance:-0.747
Na:1:0.75;Cu:2:0.667;Ni:4:0.167;Mn:3:0.167;O:-2:2;FinalChargeBalance:-0.747
Na:1:0.75;Fe:2:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.126;Ni:4:0.541;FinalChargeBalance:0.001
Na:1:0.75;Cu:2:0.667;Ni:4:0.111;Mn:3:0.111;Fe:3:0.111;O:-2:2;FinalChargeBalance:-0.806
Na:1:0.75;Fe:3:0.667;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.065;Mn:7:0.046;FinalChargeBalance:-0.001
Na:1:0.75;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2;Ni:2:0.042;Ni:4:0.625;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.111;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.417;Mn:4:0.25;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.064;Mn:7:0.047;FinalChargeBalance:-0.001
Na:1:0.75;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:4:0.249;Mn:7:0.047;FinalChargeBalance:-0.001
Na:1:0.75;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.043;Mn:4:0.253;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.111;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.228;Mn:4:0.068;FinalChargeBalance:0
Na:1:0.75;Ni:4:0.389;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.028;Fe:3:0.361;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.389;Ni:4:0.389;Fe:3:0.111;O:-2:2;Mn:4:0.065;Mn:7:0.046;FinalChargeBalance:-0.001
Na:1:0.75;Fe:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.139;Mn:4:0.25;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.389;Fe:3:0.389;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.528
Na:1:0.75;Mn:3:0.389;Ni:4:0.389;Cu:2:0.111;O:-2:2;Fe:2:0.028;Fe:3:0.083;FinalChargeBalance:0
Na:1:0.75;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.343;Mn:7:0.046;FinalChargeBalance:-0.001
Na:1:0.5;Cu:2:0.167;Fe:3:0.167;O:-2:2;Mn:3:0.003;Mn:4:0.664;FinalChargeBalance:0
Na:1:0.5;Ni:4:0.667;Cu:2:0.167;O:-2:2;Fe:2:0.003;Fe:3:0.164;FinalChargeBalance:0
Na:1:0.5;Ni:4:0.167;Cu:2:0.167;O:-2:2;Mn:3:0.17;Mn:4:0.497;FinalChargeBalance:0
Na:1:0.5;Fe:3:0.167;Ni:4:0.167;O:-2:2;Mn:3:0.337;Mn:4:0.33;FinalChargeBalance:0
Na:1:0.5;Fe:3:0.667;Cu:2:0.167;O:-2:2;Mn:4:0.001;Mn:7:0.166;FinalChargeBalance:0.001
Na:1:0.5;Fe:3:0.667;Cu:2:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.497
Na:1:0.5;Ni:4:0.667;Mn:3:0.167;O:-2:2;Cu:1:0.003;Cu:2:0.164;FinalChargeBalance:0
Na:1:0.5;Fe:3:0.667;Ni:4:0.167;O:-2:2;Mn:4:0.113;Mn:7:0.054;FinalChargeBalance:-0.001
Na:1:0.5;Cu:2:0.667;Fe:3:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.997
Na:1:0.5;Cu:2:0.667;Ni:4:0.167;Fe:3:0.167;O:-2:2;FinalChargeBalance:-0.997
Na:1:0.5;Cu:2:0.667;Ni:4:0.167;Mn:3:0.167;O:-2:2;FinalChargeBalance:-0.997
Na:1:0.5;Fe:2:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.002;Ni:4:0.665;FinalChargeBalance:-0.001
Na:1:0.5;Cu:2:0.667;Ni:4:0.111;Mn:3:0.111;Fe:3:0.111;O:-2:2;FinalChargeBalance:-1.056
Na:1:0.5;Fe:3:0.667;Cu:2:0.111;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.5
Na:1:0.5;Ni:4:0.667;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.056;Fe:3:0.055;FinalChargeBalance:0
Na:1:0.5;Cu:2:0.111;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.167;Mn:4:0.5;FinalChargeBalance:0
Na:1:0.5;Mn:7:0.111;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;FinalChargeBalance:-0.059
Na:1:0.5;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:4:0.165;Mn:7:0.131;FinalChargeBalance:0.001
Na:1:0.5;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.227;Mn:7:0.069;FinalChargeBalance:0
Na:1:0.5;Cu:2:0.111;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.289;Mn:7:0.007;FinalChargeBalance:-0.001
Na:1:0.5;Fe:3:0.389;Ni:4:0.389;Cu:2:0.111;O:-2:2;Mn:4:0.074;Mn:7:0.037;FinalChargeBalance:0
Na:1:0.5;Cu:2:0.389;Ni:4:0.389;Fe:3:0.111;Mn:3:0.111;O:-2:2;FinalChargeBalance:-0.5
Na:1:0.5;Fe:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.352;Mn:7:0.037;FinalChargeBalance:0
Na:1:0.5;Cu:2:0.389;Fe:3:0.389;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.778
Na:1:0.5;Ni:4:0.389;Fe:3:0.111;Cu:2:0.111;O:-2:2;Mn:3:0.167;Mn:4:0.222;FinalChargeBalance:0
Na:1:0.5;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.259;Mn:7:0.13;FinalChargeBalance:0.001